ISBN,TITLE,AUTHORS,YEAR,PUBLISHER,GENRE,DESCRIPTION,PAGE_COUNT,LANGUAGE,AVG_RATING,RATINGS_COUNT
9780861400706,The Celtic Twilight,William Butler Yeats,1981,"Gerrards Cross, Buckinghamshire : C. Smythe","Authors, Irish","While best known for his poetry, William Butler Yeats (1865-1939) was also a dedicated exponent of Irish folklore who took a particular interest in the tales' mythic and magical roots. He was, in fact, a ceremonial magician and leader in the Hermetic Order of the Golden Dawn, one of the most important esoteric orders in the Western magical tradition. Yeats' influence on other occultists imparted a decidedly Celtic flavor to their practices, just as The Celtic Twilight drew a wider audience to the eerie and puckish world of fairies, ghosts, and spirits. Its title refers to the pre-dawn hours, when the Druids performed their rituals; and the work serves as an affirmation of Yeats' belief in magic as a doorway to the Celtic past. ""This handful of dreams,"" as the author referred to it, first appeared in 1893, and consists of stories recounted to the poet by his friends, neighbors, and acquaintances. Yeats' faithful transcription of their narratives includes his own visionary experiences, appended to the storytellers' words as a form of commentary. Book jacket.",0,en,,
9788804433439,Oxford Museum,Trevor Garnham,1992,,,,60,en,,
9780312967017,A Veiled Antiquity,Rett MacPherson,1999,Macmillan,Fiction,"When small-town genealogist and amateur detective Torie O'Shea stumbles into a dead woman's kitchen, makes away with sought-after documents, and proceeds to irritate the sheriff, the local gossip columnist, and the nun at Santa Lucia Church, some people feel that she has gone too far and must be stopped.",244,en,,
9780765346438,The Last Jihad,Joel C. Rosenberg,2003,Forge Books,Fiction,"Jon Bennett is a top Wall Street strategist turned senior White House advisor. But nothing has prepared him for the terror that he will face. Saddam Hussein dispatches his top hit men to assassinate the President of the United States. Iraqi terrorists spread carnage throughout London, Paris, and Riyadh . . . and the Butcher of Baghdad has a nuclear ace in his hand that he has not yet played. Only a solid Arab-Isreali coalition against Iraq can keep the U.S.--and other Western nations--from certain devastation. And only Bennett and his beautiful partner, Erin McCoy, can make that happen. Their secret project--a billion-dollar oil deal off the coast of Gaza--could be the basis for an historic peace treaty and enormous wealth for every Isreali and Palestinian. But just before a treaty can be signed, Isreali commandos foil an Iraqi Scud missile launch, recovering a nuclear warhead and evidence that the next attack will level Washington, New York and Tel Aviv. Now, the Isreali Prime Minister gives the American President an ultimatum: Melt down Baghdad within one hour . . . or Israel will do it herself. From Jerusalem, Bennett and McCoy must summon all their stealth and savvy to save themselves--and the world--from absolute destruction.",352,en,,
9780671655938,Lacey and His Friends,David Drake,1986,"New York : Bean Books ; Markham, Ont. : In Canada distributed by PaperJacks","Science fiction, American","A cop in the 21st century, Jed Lacey has seen law and order imposed with cameras that scan every citizen, waking or sleeping, and computers that watch the images for any hint of crime. If they find it--it's Lacey's turn to go into action. A compelling combination of 1984 and Dirty Harry.",0,en,,
9780590484541,The Mystery of the Stolen Football,T. J. Edwards,1995,Little Apple,Football stories,"One of the Smithfield Sonics is accused of stealing a football autographed by Joe Montana, and an ice cream bar, an ink-stained locker, and a tuning fork are important clues to the crime.",10,en,,
9780323002868,Mosby's Comprehensive Review of Nursing for NCLEX-RN,,1999,,,,910,en,,
9780892212965,Defending the American Family,Martin Mawyer,1995,New Leaf Publishing Group,Religion,,138,en,,
9780226763743,An Inquiry Into the Nature and Causes of the Wealth of Nations,Adam Smith,1976,Chicago : University of Chicago Press,Business & Economics,The classic eighteenth-century treatise on the principles of political economics is presented in a definitive text with full annotations and historical introduction.,1160,en,,
9780425057391,More Tests and Teasers,Reader's Digest,1982,Berkley,,,182,en,,
9781558178984,Julia,Aileen Joyce,1993,Pinnacle Books,Biography & Autobiography,"She lit up the screen in Pretty Woman, Steel Magnolias, and Dying Young. Now, from the bestselling author of Michael Landon, comes an explosive unauthorized biography of Julia Roberts that tells all. Covers her ill-fated affairs, her surprise marriage to country singer Lyle Lovitt, and more. 16-page insert.",324,en,,
9780449211090,Blue Highways,William Least Heat Moon,1984,Fawcett,Travel in literature,,435,en,,
9780888012289,Fresh Blood,"Eric Henderson, Madeline Sonik",1998,Ravenstone Books,Fiction,"Canadian Gothic? From the land of the polite and the national obsession with curling? You bet! Although there have been American and British collections in New Gothic writing, this is the first collection with Canadian writers only. The term ""New Gothic"" refers to tales told in the context of our modern world. These tales will often take characters, complacent in how their world works, and throw them a curve so things are not as they seem.",202,en,,
9780802151506,The Ticket that Exploded,William S. Burroughs,1987,,Fiction,"Inspector Lee and the Nova Police engage the Nova Mob in a decisive battle for the planet. Scientists and combat troops, ad men and con men whose deceitful language has spread like an incurable disease, create terror.",0,en,,
9780743225212,A Perfect Friend,Reynolds Price,2002,Scribner,Fiction,"Still grieving over the death of his mother, 11-year-old Ben finds solace in the special relationship he forms with an elephant in a visiting circus.",180,en,,
9788420627236,Alejandro Magno,N. G. L. Hammond,1992,Alianza Editorial Sa,Biography & Autobiography,,441,es,,
9781579540364,"Banish Your Belly, Butt and Thighs Forever!",Prevention Health Books for Women,2000,Rodale Books,Health & Fitness,"For real women! No more fad diets, frantic gym visits, and fastidious calorie counting. Here is the book that will show you how to lose weight and shape up and tone your trouble spot regardless of how hectic a life you lead. Banish Your Belly, Butt, and Thighs Forever! provides hundreds of ways for you to schedule in exercise painlessly, reduce the calorie content of your meals without giving up taste, and create healthier-- yet still realistic-- daily routines. Invite simple strategies, small changes, and a firmer, fitter body into your future.",352,en,,
9780380820993,Vineyard Shadows,Philip R. Craig,2002,Avon,Fiction,"J.W. Jackson abandoned Boston for the tranquil pleasures of Martha's Vineyard, hoping to leave the violence of the big city behind. But when the past comes looking for him in the guise of two brutal thugs, the former cop knows it is time to put down his fishing pole and start opening doors he'd hoped were closed forever. And when the man the hoodlums were searching for -- a face from Jackson's yesterday -- turns up seeking help, J.W. realizes that personal revenge should be the least of his concerns. Because the shadows darkening the island are longer and deadlier than he ever imagined. And if he can't stem the dark tide lapping at the shores of his beloved Vineyard, the new life he loves and everyone in it will be changed forever.",262,en,,
9780439106023,This Little Teletubby,"Andrew Davenport, Scholastic, Inc. Staff",1999,Scholastic,Juvenile Fiction,"The Teletubbies--Laa Laa, Dipsy, Po, and Tinky Winky--play out the popular ""piggy"" nursery rhyme in their own unique style.",24,en,,
9780590673273,Missing,Kate Chester,1996,Point,Children's stories,"When a beautiful and popular girl disappears, intelligent deaf girl Sara Howell refuses to accept the police theory that the missing Kimberly is trying to get attention, and she launches a private search for her friend.",181,en,,
9781582432595,The Book of Sarahs,Catherine E. McKinley,2002,Counterpoint Press,Biography & Autobiography,"Catherine McKinley was one of the African-American children adopted by white couples in the late 1960s. In an era shaped by the rhetoric of Black Power and Black Pride, this book traces McKinley's own time of revelations as she challenges readers to rethink their own preconceptions about race, identity, kinship, loyalty, and love.",312,en,,
