ISBN,TITLE,AUTHORS,YEAR,PUBLISHER,GENRE,DESCRIPTION,PAGE_COUNT,LANGUAGE,AVG_RATING,RATINGS_COUNT
9780440363583,Nicholas and Alexandra,Robert K. Massie,1967,Laurel,Biography & Autobiography,"Massie offers a moving, tragic, and unforgettable account of the extraordinary Imperial dynasty of Tsar Nicholas II, his doomed empire, and a revolution that would inexorably change the world forever. ""A larger than life drama"".--Saturday Review. Photo insert.",644,en,,
9780892960958,He Done Her Wrong,Stuart M. Kaminsky,1984,Mysterious Press,Detective and mystery stories,"As a private eye, Toby Peters has had some pretty impressive clients over the years, but none of them has been quite as memorable as his latest: a tough-as-nails, sharp-witted, damsel-in-distress named Mae West. Mae, it seems, has discovered that her only copy of her sizzling autobiography is missing. Without hesitation, Peters agrees to track it down. But after taking a beating from a man named Ressner --a thief, a master of disguise, and, even more dangerous, a frustrated actor -- Peter realizes that his job is just beginning. Following the trait of Mae's scandalous memoirs soon leads Peters into the midst of a family feud of Herculean proportions, and a California sanitarium from which he must make a daring escape worthy of Ressner himself....",168,en,,
9780749922306,QI,Kevin Warwick,2001,Piatkus Books,Animal intelligence,"Dr. Kevin Warwick is deeply critical of techniques used to measure human intelligence, in particular IQ tests. He believes these are both flawed and outdated. He has developed an entirely new theory, which proposes a universal view of intelligence, within which human, animal and even artificial intelligence are united for the first time. Challenging and controversial, QI will stimulate widespread argument and discussion. * Brings ideas on intelligence up to date and aligns them with the world in which we now live * Overturns much current thinking on intelligence * Reveals how IQ testing has been misused in the past, including how the US used low IQ scores as a basis for 'voluntary' sterilisation and rejection of refugees from Nazism * Examines the intelligence of animals, machines and robots, and considers the ways in which they are more intelligent than humans * Includes results of a special survey which shows how foods, drinks, television and other factors affect 'IQ' test results",231,en,,
9780679419181,"Unspeakable Acts, Ordinary People",John Conroy,2000,Alfred A. Knopf,History,"A compelling investigation of three incidents of torture in the Western world and what they tell us about how ordinary people can become torturers, about the rationalizations societies adopt to justify torture, about the potential in each of us for acting unspeakably. Using firsthand interviews, official documents, and newspaper accounts, John Conroy examines interrogation practices in a Chicago police station, two raids conducted by the Israeli army, and the case of Northern Ireland's ""hooded men,"" who were tortured by British forces. He takes us inside the experience of the victim, the mind of the torturer, and the seeming indifference of the bystander. In the spirit of Hannah Arendt's Eichmann in Jerusalem, Conroy visits with former torturers, describes their training and family backgrounds, and examines the justifications they and their societies offer for the systematic abuse of men, women, and children. He interviews survivors of torture and learns of the coping mechanisms they deployed and the long-term effects of their ordeals. He draws on those meetings and on previous studies, such as Stanley Milgram's ""Obedience to Authority, to help us understand the dynamics of torture. Recent events -- particularly the ethnic cleansing in Kosovo and well-publicized cases of police brutality in our own country -- make it essential that we understand such acts of violence, as the first step in eradicating them. Lucid and unblinking, Unspeakable Acts, Ordinary People takes us further toward this goal than any book we have had yet.",328,en,,
9780224060844,Salt,Mark Kurlansky,2002,Vintage,Salt,""" ... Encompasses fields as disparate as engineering, religion, and food ...""--Jacket.",484,en,,
9780373166879,Daddy Warlock,Jacqueline Diamond,1997,Harlequin Books,Fiction,,250,en,,
9781579730123,The Hunchback of Notre Dame,"Disney Enterprises Inc, Lisa Ann Marsoli",1997,,Juvenile Fiction,"Quasimodo's strange appearance scared away the town's people at first, but will he be able to show them that he is really their friend?",48,en,,
9788495501646,La doctora Cole,Noah Gordon,2002,Punto de Lectura,Medical fiction,"After a divorce, a woman physician forgoes a career in a prestigious hospital for a private practice in a small town in New England. Hoping for a simpler and richer life, she finds herself facing the same pressing issues she had hoped to leave behind in Boston.",0,es,,
9780679603351,The Cider House Rules,John Irving,1999,Modern Library,Fiction,"First published in 1985, The Cider House Rules is John Irving's sixth novel. Set in rural Maine in the first half of this century, it tells the story of Dr. Wilbur Larch--saint and obstetrician, founder and director of the orphanage in the town of St. Cloud's, ether addict and abortionist. It is also the story of Dr. Larch's favorite orphan, Homer Wells, who is never adopted.",594,en,,
9780345301758,Decision at Doona,Anne McCaffrey,1969,Del Rey,Science fiction,"After the first human contact with the Siwannese ended in a mass suicide, the Terran government made a law that no further contact with sentient aliens would be allowed. But since their own planet was overcrowed, they looked to colonize Doona--until they found the Hrubbans. Their choice was simple but dangerous. They could kill the cat-like Hrubbans, or for the first time in history, learn to to coexist with an alien race.... Copyright © Libri GmbH. All rights reserved.",245,en,,
9780140170498,The Singing Sword,Jack Whyte,1994,Penguin Books Canada,Arthurian romances,"Born of the chaos of the Dark Ages, the Dream of Eagles produced a king, a country and an everlasting legend--Camelot It is 395 A.D., and as the Roman armies withdraw from Britain, anarchy threatens the colony that will one day be known as Camelot. Creating their own army and joining with the Celtic people of King Ullic Pendragon, the colonists emerge as a new breed of Britons, ready to forge the government that will be the Round Table and its Knights and to prepare the groundwork for the future coronation of Arthur, first High King of Britain. With all the drama, passion and violence of England's most vibrant history, The Singing Sword continues Jack Whyte's bestselling chronicle of the dream that gave birth to an enduring legend.",612,en,,
9780862815530,"Banshees, Beasts and Brides from the Sea",Bob Curran,1996,Appletree Press (IE),"Body, Mind & Spirit","These traditional stories and supernatural tales are associated with certain locations and have been used to explain local events. A completely new and original collection, it was drawn together by the author in his travels around Ireland.",164,en,,
9783499141553,Ich hab dir nie einen Rosengarten versprochen,Hannah Green,1978,,Mental illness,"Die Flucht vor der Realität, vor Krankheit und familiärer Isolation endet für die sechzehnjärige Deborah in der geschlossenen Abteilung einer Psychiatrie. Befund: Schizophrenie. Unter dem Pseudonym Hannah Green schildert die Autorin in diesem ermutigenden autobiographischen Roman den mühsamen Kampf des Mädchens um ihre Heilung. Sie gewährt einen Blick in die Alptraumwelt psychotischen Fühlens, in die fragmentarischen Beziehungen, aber auch in die Solidarität unter den Kranken.",300,de,,
9780449200995,Emerald,Phyllis A. Whitney,1983,Ivy Books,Fiction,"""Phyllis Whitney is, and always will be, the Grand Master of her craft."" Barbara Michaels Carol Hamilton is terrified of her ex-husband, a wealthy and powerful man who will stop at nothing to take their son away from her. To escape him, Carol seeks refuge at the Palm Springs home of her great-aunt, Monica Arlen, a once-celebrated movie star. While under her spell, Carol, a journalist, decides to write a book about Monica. What she doesn't realize, though, is that digging into the past is going to break open old and terrible secrets that set the stage for murder....",324,en,,
9781550545647,Fishing with My Old Guy,Paul Quarrington,2003,,Sports & Recreation,"The true story of four men in search of the world's biggest speckled trout, this fishing story also shows the way of piscatorial pleasure and the love of nature.",166,en,,
9780345430441,Transcendence,R. A. Salvatore,2003,Del Rey,"Dharielle, Brynn (Fictitious character)","Determined to free her homeland, ranger Brynn Dharlelle begins a quest to earn her sword, unite the elves with their long-lost dark-elf cousins, and destroy a powerful and brutal tyrant.",0,en,,
9781566199452,The I Ching,Stephen Karcher,1967,,,,0,en,,
9780517887295,Fingerprints of the Gods,Graham Hancock,1996,Crown,History,"Could the story of mankind be far older than we have previously believed? Using tools as varied as archaeo-astronomy, geology, and computer analysis of ancient myths, Graham Hancock presents a compelling case to suggest that it is. Graham Hancock is featured in Ancient Apocalypse, a Netflix original docuseries. “A fancy piece of historical sleuthing . . . intriguing and entertaining and sturdy enough to give a long pause for thought.”—Kirkus Reviews In Fingerprints of the Gods, Hancock embarks on a worldwide quest to put together all the pieces of the vast and fascinating jigsaw of mankind’s hidden past. In ancient monuments as far apart as Egypt’s Great Sphinx, the strange Andean ruins of Tihuanaco, and Mexico’s awe-inspiring Temples of the Sun and Moon, he reveals not only the clear fingerprints of an as-yet-unidentified civilization of remote antiquity, but also startling evidence of its vast sophistication, technological advancement, and evolved scientific knowledge. A record-breaking number one bestseller in Britain, Fingerprints of the Gods contains the makings of an intellectual revolution, a dramatic and irreversible change in the way that we understand our past—and so our future. And Fingerprints of God tells us something more. As we recover the truth about prehistory, and discover the real meaning of ancient myths and monuments, it becomes apparent that a warning has been handed down to us, a warning of terrible cataclysm that afflicts the Earth in great cycles at irregular intervals of time—a cataclysm that may be about to recur. “Readers will hugely enjoy their quest in these pages of inspired storytelling.”—The Times (UK)",620,en,4,10
9780446910132,I Ching,Lauren David Peden,1996,Warner Books (NY),"Body, Mind & Spirit","""Have you ever wished that you could get a handle on what fate has in store for you? There is a way - if you can interpret the I Ching, the ancient Chinese oracle of change. All you need are three coins and a paper and pencil. Simply pose your question and toss the coins: how they fall will reveal your future - and what you learn will guide your life."" ""Translate the pattern coins - and interpret what you find. Learn about your inner self - your character, talents, and potential. Use readings to make decisions about personal or professional problems. Understand the forces that influence your life.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",61,en,,
9780805041484,Easy Meat,John Harvey,1996,Henry Holt,Fiction,A novel featuring Charlie Resnick.,414,en,,
9784770028600,日本語の基礎ルール,Kakuko Shoji,2002,Kodansha,Foreign Language Study,An exploration of how the elements of basic Japanese are connected to ensure continuous and smooth flow in spoken and written language. The textddresses all the problems inherent in Japanese syntax that cause studentsifficulty. Exercises and sample sentences in standard and romanized Japanesend English are included.,174,en,,
9780515129847,My Lord Pirate,Laura Renken,2001,Berkley,Jamaica,"Dear Reader, I never intended to become a pirate. My family name and our honor are those things dearest to my heart. But when our enemies accused us of treason, I did the only thing I could ... I took to the seas and have never ceased my quest to regain my good name. The opportunity for revenge and redemption has just presented itself. In a mysterious plot I have managed to kidnap the intended fiancée of my greatest foe. Unfortunately, I didn't anticipate her beauty or courage. I find myself thinking of her constantly and wondering if this marriage of convenience could ever become more. Someone should tame this passionate enchantress and who better than a rake and a pirate, a man with nothing else to lose ...",0,en,,
9781582341460,Sarah,J.T. LeRoy,2001,Bloomsbury USA,Fiction,"The national bestselling first novel by a virtuosic young talent. Cherry Vanilla, twelve years old with a penchant for short leather skirts and make-up, has one dream: to become the most famous 'lot lizard', or truck stop whore, in the business. With his blond curls and his naked ambition he is determined to be more woman than most, and to match his idol, rival, and mother, Sarah. Adopting her name and sex, he heads off into the dangerous and fantastic worlds pocketed away in the West Virginian wilds. On his journey for fame he meets with sinister pimps, luck-restoring Jack-a-lopes, superstitious prostitutes who take him for a saint, and a host of bizarre and beautiful outcasts that make up his unusual, heartbreaking world.",160,en,,
9782266118521,Myrtille apprend à nager,Olivier Mau,2003,,,"Nom: Xiao-Mei Prénom : Myrtille Profession : lieutenant de police Signe particulier : aucun goût pour la procédure pénale Un corps défenestré gisait dans une cour d'immeuble. Seul point positif, j'allais enfin pouvoir montrer à mes supérieurs de quoi j'étais capable. Marre de me tourner les pouces au commissariat ! Alors j'ai ""descendu"" les étages un par un, de l'appartement de la victime jusqu'au rez-dechaussée. Et je suis tombée sur une galerie de grands malades, plus tordus les uns que les autres. D'accord, c'était dans mes cordes. Mais c'était compter sans le commandant Rembrandt qui cherchait au même endroit un dangereux chef de secte internationale. Juste là. En plein sur mes plates-bandes. Comment voulez-vous, dans ces conditions, que j'apprenne correctement mon métier ?",253,fr,,
9783423300209,Die philosophische Hintertreppe,Wilhelm Weischedel,1994,,Philosoph - Geschichte,,300,de,,
9780449702901,Alexandra,Scott O'Dell,1987,Fawcett,Juvenile Fiction,"For many generations, the men in Alexandra's family have been sponge divers -- first on the Greek island of Kalymnos and now in the Florida village of Tarpon Springs. Diving has always been considered a man's job by Alexandra's family -- dangerous and demanding. But when tragedy strikes, Alexandra decides to become a sponge diver herself despite her family's objections. And she learns that as dangerous as the underwater world can be, there are always more dangers waiting on shore . . .",130,en,,
9780385265218,French Made Simple,"Eugene Jackson, Antonio Rubio, Julien J. Lafontant",1990,Made Simple Books,Foreign Language Study,"A self-teaching guide explaining how to speak, read, and write French. Includes drills, exercises, and answer key.",340,en,,
9781563521652,Games Rednecks Play,"Jeff Foxworthy, Vic Henley",1994,Taylor Trade Publishing,Humor,More fun than dating your cousin or shooting a stop sign.,84,en,,
9783426621509,Flut,Wolfgang Hohlbein,2002,,,,634,de,,
9781567181005,The Committee,Raymond Buckland,1994,Llewellyn Worldwide,Fiction,"In The Committee, world-famous author Raymond Buckland brings his writing talents to the world of fiction for a rip-roaring tale of espionage, parapsychology, and an attempt to conquer the U.S. The Cold War may be over for most of us, but what if there were some die-hard believers in their cause who won't let the Cold War end? What if their weapons range from the leading edge of high-tech destruction to the ancient powers of the mind? That is exactly what takes place in this exciting novel. In the world of The Committee, the Cold War is in full swing and the weapons of power include astral projection and psychokinesis. The battleground is on the earth, in space, and on the astral plane. The prize for this war is the very future of the United States. It begins with just a slight irregularity. Stopping a satellite launch is not unusual--but when two routine communications satellite launches are aborted for no reason, the government does something very secretive; it forms the Committee, a team of psychic experts to find out what caused the missions to be halted. As this group of talented people from around the nation begins what would become the supernatural adventure of a lifetime, they discover a plan by incredibly powerful psychics, under the control of an evil dictator, to control the U.S. Unfortunately, they have only days to stop the coup. Can this group of strangers, drawn together for a common cause, defeat the most powerful enemy ever? There is but one chance, and that is to defeat them at their own game--but is there enough time? Surprise follows surprise in this incredible, modern-day thriller. Get The Committee and read it soon.",324,en,,
9780316760850,Soviet Foreign Policy Since World War II,Alvin Z. Rubinstein,1981,Little Brown,Political Science,,308,en,,
9780060952457,Simpsons Comics Wingding,Matt Groening,1997,Harper Design,Humor,"America can't get enough of the Simpsons! The TV show keeps exploding in popularity and is rated the #1 FOX show for kids age 12 to 17 and #4 for kids age 18 to 34. Meanwhile, the comic books continue to take the industry by storm, with orders shipping a minimum of 100,000 copies per issue. In Simpsons Comics Wingding, Groening fans can once again catch up with the latest goings-on in Springfield. First, Bart's bad, but this time he has double the trouble and double the fun, when our spike-haired hero swaps places with his look-alike. Now he's the Artist Formerly Known as Bart, and rock 'n' roll will never be the same. In the next adventure, Willie the Scottish groundskeeper and Bravehearted Bart are training in the woods. Their mission: To ""give that silk-wearin' Nancy boy Skinner a drubbin' he'll not soon forget!"" Ach! Then superstore mania hits Springfield when Apu and Mr. Burns join forces to build the world's biggest convenience mart! Last, but certainly not least, Bart zooms off on a trip to Paris, but his French vacation gets fried when the Mona Lisa gets stolen and all he gets is the frame! When the television show just isn't enough, fans turn to the comic books to satiate their Simpsons addiction. A veritable bonanza of the wicked wit that made the series an international hit, this nonstop laughfest is the perfect cure for those summertime blues.",124,en,,
9781558590014,The World Wildlife Fund Book of Orchids,Jack Kramer,1989,,Gardening,"Kramer's lively, authoritative text covers legend, botany, and cultivation of orchids. The gorgeous pictures and complete captions on the stellar members of this family make this a book no orchid collector can be without. 234 illustrations, 212 in full color.",284,en,,
9780684803920,Look Away,Harold Coyle,1995,,Fiction,A saga of the Civil War offers the story of two brothers whose loyalty to each other is shattered when they desire the same woman and end up on opposite sides in battle,495,en,3,1
9780747528975,A Story for Europe,Will Self,1996,Bloomsbury Publishing PLC,Children,"The Bloomsbury Birthday Quids are small editions of short stories by major writers, in the format and style of the Bloomsbury Classics. Printed on high-quality paper, designed by Jeff Fisher, the books should become collectors' items. This title is A Story for Europe by Will Self.",50,en,,
9780786705245,The Cornerstone,Perseus,1998,Da Capo Press,Fiction,A tale of chivalric love and religious warfare set in thirteenth-century France recreates the time of knighthood and pageantry,482,en,,
9780451401632,Fortune's Lady,Robin Leanne Wiete,1990,Berkley,Fiction,"Beautiful Marianne Blackmore fled to the untamed northwest wilderness to escape the man who threatened her life and happiness. But when a train accident places her in handsome lumber baron Nicholas Fortune's home, he thinks she is his mail-order bride . . . and love's bright flame illuminated both their lives forever.",420,en,,
9780816018321,Domesday,Michael Wood,1986,New York : Facts on File Publications,History,"Drawing on William the Conqueror's eleventh-century survey of England the author traces the roots of English culture and history, from first-century Roman occupation to the beginning of the English Renaissance in the fifteenth century",224,en,,
9780446309622,Home Before Morning,"Lynda Van Devanter, Christopher Morgan",1984,Grand Central Publishing,"Vietnam War, 1961-1975",,382,en,,
9780486227184,Manual of the Grasses of the United States,"Albert Spear Hitchcock, Agnes Chase",1950,,Botany,,516,en,,
9780743464550,The Song Reader,Lisa Tucker,2004,,Music,"Orphaned sisters Leeann and Mary Beth live in a small town with Leeann attending high school and Mary Beth working two jobs, until Mary Beth's special gift for helping people with their problems uncovers their family's dark secret.",0,en,,
9780679415596,The Fifties,David Halberstam,1993,,Business & Economics,"The author reports the social, political, economic and cultural history of the ten years of the fifties that he regards as seminal in determining what our nation is today.",856,en,,
9780313305719,The History of Poland,M. B. B. Biskupski,2000,Greenwood,History,"Biskupski (history, St. John Fisher College) offers a critical account of the historical developments of the last century in Poland, with an emphasis on the last several decades. Intended for high school and college students, as well as the general reader. Includes a chronology.Annotation copyrighted by Book News, Inc., Portland, OR.",328,en,,
9780671556839,The Temptress,Jude Deveraux,1986,,Fiction,"Jude Deveraux brings her bestselling Montgomery family to America...with a marvelous new heroine! With the blazing spirit of a true Montgomery, heiress Christian Montgomery Mathison bravely defies the two men who abduct her. Forced into the primitive rain forests of the Washington Territory, she is swept into a thrilling adventure. Amid schemes of greed and intrigue, the bold beauty resists the wooing of one captor, and uses all her whiles to entice the other, the mysterious Tynan...a dark, fatally handsome man who desires her...but who must refuse her love at all costs!",356,en,,
9780393305067,Guatemala,Jean-Marie Simon,1987,W W Norton & Company Incorporated,History,"Describes the political situation in Guatemala, shows citizens of Guatemala, and argues that hundreds are still kidnapped, tortured, and killed by government security forces",256,en,,
9780450567971,The Saxon Tapestry,Sile Rice,1991,,Anglo-Saxons,,465,en,,
9780373122851,Hot Pursuit,Anne Mather,2002,Harlequin Treasury-Harlequin Presents 90s,Fiction,"Hot Pursuit by Anne Mather released on Oct 25, 2002 is available now for purchase.",196,en,,
9780553272475,Summer of My German Soldier,Bette Greene,1984,Starfire,Juvenile Fiction,"World War II has come to Patty Bergen's hometown of Jenkinsville, Arkansas, in the form of a German prisoner of war camp. Patty, a twelve-year-old Jewish girl, is curious about these Nazi soldiers, who must be monsters for the killing they have done. She is also lonely and awkward, and looking for a friend. Anton, a German soldier, is not the monster that Patty imagined, but a frightened young man with feelings not unlike her own. He sees Patty in a way no one else does, as ""a person of value."" When she decides to help him escape from the camp, the consequences will change Patty's life forever. This thought-provoking, emotional narrative tackles difficult issues with insight and courage. Patty's story is as important today as ever, and has made Summer of My German Soldier a modern classic. It is a National Book Award Finalist, an ALA Notable Book, and a New York Times Outstanding Book of the Year.",212,en,,
9780140443233,Greek Literature,Michael Grant,1976,Penguin Classics,Fiction,"In this volume, Michael Grant displays, as far as possible, the whole range of Greek poetry and prose, from Homer and Hesiod to the Hellenistic poets and the works of Ptolemy, Galen and Plotinus. His selection vividly demonstrates the extraordinary extent of Greek achievement in every literary field in epics, lyrics and drama, in history, biography and oratory, in philosophy, criticism and satire, and in works of fundamental scientific thought.",506,en,,
9780916567019,Nature's America,David Muench,1984,,Nature,The dramatic power of the American West & the softer environment of the American East & Midwest are captured by the glorious photography,172,en,,
9780268017354,The Two Sources of Morality and Religion,Henri Bergson,1977,,Ethics,,320,en,,
9780708902264,The Legend of Lexandros,Anne Mather,1978,Ulverscroft,Fiction,,310,en,,
9780590462938,I Spy Fun House,Jean Marzollo,1993,Cartwheel Books,Juvenile Nonfiction,Rhyming verses ask readers to find hidden objects in the photographs.,33,en,,
9782268022055,Générations gay,"Philippe Angelotti, Alain-Gilles Minella",1996,,Gays,,300,fr,,
9780842335973,Unshaken,Francine Rivers,2001,"Tyndale House Publishers, Inc.",Fiction,"""Unshaken"" is a beautiful retelling of the story of Ruth, Naomi, and Boaz by award-winning author Francine Rivers. Readers will be encouraged by the truth that God will faithfully provide for His children, even when all hope seems lost.",204,en,4,1
9780884364542,Sur Le Vif,Madeleine Le Cunff,1977,,French language,,255,en,,
9780440360223,Danielle Steel,Danielle Steel,1990,Dell Books,Fiction,FICTION-GENERAL,,en,,
9780553129632,A Severe Mercy,Sheldon Vanauken,1979,,Anglicans,,260,en,,
9782253056485,Dubliners,James Joyce,1991,LGF/Le Livre de Poche,Foreign Language Study,"Du printemps à l'hiver, de la jeunesse à la mort, de l'aube au crépuscule, les "" gens de Dublin "" passent. Un enfant rêve, un homme sourit, une jeune fille aime, une femme meurt, une autre se souvient. Des éclats de rire, une chanson, des lumières, un orgue de Barbarie éclairent ces scènes éphémère jusqu'à ce que la nuit les enveloppe d'une sorte d'éternité.",223,en,,
9780451400710,Sweet Desire,Sara Orwig,1988,Berkley,Fiction,"""When Comanches threatened golden-haired Caroline Brandon, a spirited young orphan fleeing the wreckage of the Civil War, a handsome army scout, Sawyer Day, agreed to escort her across the treacherous frontier to her uncle's isolated Texas ranch. Braving the perils of a savage wilderness, and finally surrendering to the wild desire in their hearts, they awakened in each other the irresistible promise of love. And even when Sawyer had leave to reclaim his stolen fortune, Caroline swore she would never forget the touch of his lips, the strength of his arms...and she vowed to wait till the end of time for Sawyer to return...and for the flames of passion to burn fiercer than ever between them...""--Back cover.",436,en,,
9780671008161,The Clue in the Glue,Carolyn Keene,1998,Aladdin Paperbacks,Juvenile Fiction,Nancy has to find out who was writing and passing notes so George can go on the school field trip.,102,en,,
9780002255141,Ice Lake,John Farrow,2001,HarperCollins Publishers,Mafia,Detective Cinq-Mars is lured to a familiar ice fishing spot where a body is found with a bullet through its neck. The investigation into the victim's ties to a pharmaceutical company soon spin out of control into a complex universe: a beautiful native activist trying to save the world; the ruthless members of organized crime sects; and the macho cops of competing police factions. It is up to Cinq-Mars to figure out the conspiracies and the deadly enemies before it is too late. 2001.,381,en,,
9780749915650,Bigger Ideas from Color Me Beautiful,Mary Spillane,1995,Piatkus Books,"Beauty, Personal","Style guide which caters for all larger women, whatever their shape and size.",174,en,,
9780515116052,Undue Influence,Steve Martini,1994,Jove,Fiction,Paul Madriani made a deathbed promise to his wife to help her sister Laurel win a custody battle against Jack Vega. But when Jack's new wife is found shot to death in her bathtub--and Laurel is caught fleeing with crucial evidence--things heat up. From the bestselling author of Prime Witness.,486,en,,
9780140141337,News,Ian Jack,1996,Penguin Mass Market,Journalism,,256,en,,
9780151881000,"Thomas Gray, Philosopher Cat",Philip J. Davis,1988,Harcourt,Fiction,"Thomas Gray, a cat that helps a Cambridge historian of mathematics with his reserch, purrs at the center of this light, philosophical tale wrapped around a mathematical problem",143,en,,
9780873642651,S.W.A.T. Tactics,Jeffrie Jacobs,1983,,Social Science,"Today's police departments routinely face barricaded suspects, snipers and hostage-takers who require special tactical handling, yet departments are frequently asked to manage with limited manpower, low budgets and few training facilities. SWAT Tactics shows them how to prevail despite sometimes being outgunned. Topics include organizing a team, equipment selection, tactical training and more.",85,en,,
9783407788078,Warum haben wir nichts gesagt?,Jan F. de Zanger,1999,,,"Für Pieter Vink bewirkt die erstmalige Teilnahme am Klassentreffen zugleich das Ende seiner schulischen Albträume. Im Kreise seiner ehemaligen MitschülerInnen bricht Pieter endlich das Schweigen über Sigi Boonstra. Warum hatte sich Sigi, der kleinste und beste Schüler, kurz vor dem Schulabschluss das Leben genommen? In diesem eindrücklichen und zugleich spannenden Roman wird aufgezeigt, wie in einer Klasse Mobbing und subtile Gewalt um sich greifen. (Quelle:Verzeichnis ZKL).",180,de,,
9780394514543,Arlette,Nicolas Freeling,1981,,English fiction,"Arlette, the widow of Inspector van der Valk, undertakes a search for a missing boy, which involves her in unexpected adventures in Argentina and the squalid side of life in Strasbourg.",248,en,,
9781903019696,The Soulbane Stratagem,Norman Jetmundsen,2004,John Hunt Publishing (GB),Fiction,An American student attending Oxford travels to a Mediterranean island and on to America's deep south comes face to face with a demon.,0,en,,
9788495618498,Sally y el tigre en el pozo,Philip Pullman,2003,Umbriel,"Detective and mystery stories, English","En cualquier momento, cuando todo está bien en tu vida, puedes caer al pozo... donde aguarda el tigre Londres, 1881. La valiente Sally vive dedicada a su hija, Harriet, en una bonita casa que comparte con sus amigos, Jim Taylor y Webster Garland, y su negocio nunca había ido tan bien. Sin embargo, alguien acecha su casa, alguien sigue sus pasos, alguien está a punto de tirar de la cuerda que abrirá la trampilla bajo sus pies. Lo llaman el Tzaddik, y se enriquece a costa de la miseria ajena, que en la Europa de finales del siglo XIX, se traduce en migraciones, mano de obra barata y corrupción. Es tan poderoso y malvado que se ha convertido en leyenda, y su nombre provoca escalofríos, desde las heladas aldeas de la estepa rusa hasta las mismas barriadas de Londres. Sally Lockhart necesitará reunir toda su astucia y sangre fría para no desmoronarse ni perder el pulso, porque la vida de su hija corre serio peligro. Esta vez estará sola, pero contará con el consejo y el apoyo de Daniel Goldberg, su nuevo amigo, que comparte con ella el gusto por la aventura, la audacia y una inagotable sed de justicia.",0,es,,
9780590225373,Little Women,Louisa May Alcott,1994,Apple,Juvenile Fiction,"Four sisters--Meg, Jo, Beth, and Amy--face hardships, illness, and poverty growing up in the late 1800s.",32,en,,
9783499604508,Die Globalisierungsfalle,"Hans-Peter Martin, Harald Schumann",1998,,Europäische Union - Politische Reform - Internationalisierung - Internationaler Kapitalmarkt - Arbeitslosigkeit,,351,de,,
9780340717042,Water of Death,Paul Johnston,1999,New English Library,"Dalrymple, Quintilian (Fictitious character)","Edinburgh, 2025 - sweat city. Global warming has led to strict water rationing. The ruling Council of City Guardians has been forced to become more user-friendly - so citizens now live for the weekly lottery draw. Then people start dying after drinking poisoned whisky, and subversive, blues-haunted investigator Quintilian Dalrymple is thrown into a nightmare case which threatens the Council's very existence. For Quint, distinguishing friend from foe soon becomes a question of life or death. And the body count, like the temperature, keeps on rising...",400,en,,
9780821739228,Rainbows,Katherine Stone,1992,Zebra Books,Fiction,"Sisters yet strangers, Alexa and Catherine each has always yearned for the sister she never really had, and never knowing how to reach out to each other. Soon the sisters must each embark on a journey of the heart before they can truly be sisters and claim the happiness waiting for them. Reissue.",520,en,,
9781870206440,The Pier Glass,Nia Williams,2001,Honno Press,Psychological fiction,"Interweaves different strands of livses spanning countries and centuries, creating one story of epic proportion. The central character James struggles with his reconstruction of a medieval poet's life, and with his long-distance relationship with Sonia. His best friend's history project brings the lives of strangers into his world, and each person's secrets and memories conflict with another's. The Pier Glass encompasses the wider themes of relationships, memories and histories and with its skilful plotting, weaves them into one story.",0,en,,
9780399523496,Signs of the Times,Sarvananda Bluestone,1997,TarcherPerigee,Fiction,"Since the beginning of time, diviners and seers have been finding signs and omens in a great variety of psychic vehicles, from pools of water to the ripples of clouds in the sky. Because these observers have been able to tap into a deeper level of awareness, they have come to sense hidden truths in powerful and mysterious ways.This enlightening guide shows how all of us can rediscover this ability, using everyday objects and the wonders of nature as magical tools of divination. Filled with practical exercises, this book demonstrates that the discovery of the power within ourselves requires nothing more than a little guidance -- and a willingness to see.",244,en,,
9780130209900,"Ah-one, Ah-two!",Lawrence Welk,1974,,Biography & Autobiography,"Lawrence Welk (1903-1992), son of Ludwig Welk and Christina Schwan, was born near Strasburg, North Dakota. he married Fern Renner. Tells of the life and career of this famed band leader who began his career playing accordion at barn dances.",272,en,,
9780440179405,The Seventh Sacrament,Roland Cutler,1984,Dell Publishing Company,Fiction,,356,en,,
9780515087185,Spinsters in Jeopardy,Ngaio Marsh,1986,Jove Books,Fiction,"For Inspector Roderick Alleyn, the trip was to be official; for his family, a Mediterranean romp. But a plot torn from the pages of a gothic novel soon engulfed them all. Alleyn's son was kidnapped. A very wealthy spinster was murdered. And in an eerie chateau, carved out of the Riviera mountainside, Alleyn faced the ultimate jet-set cult. Copyright © Libri GmbH. All rights reserved.",260,en,,
9781876248208,The Territory Party,Alistair J. Heatley,1998,,Northern Territory,The Country Liberal Party has dominated Northern Territory politics since the mid-1970s. Its influence has been obvious in all dimensions of Territory political activity. This book is the first separate and detailed study of the party.,158,en,,
9783442721535,Das Urteil des Paris,Luciano De Crescenzo,2000,,,,158,de,4,1
9780373028825,Night of the Spring Moon,Virginia Hart,1988,Harlequin Treasury-Harlequin Romance,,"Night Of The Spring by Virginia Hart released on Nov 24, 1987 is available now for purchase.",196,en,,
